N,Z,A,Mass Excess (keV),Zshell_category,Nshell_category,ZEO,NEO,deltaN,deltaZ,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A
56,55,111,-42900.0,12,12,1,0,6,5,23.09663188088886,617.9909611372968,0.009009009009009009
72,40,112,-32420.0,10,16,0,0,10,10,23.235142934254814,323.632348012835,9.142857142857142
71,41,112,-44070.0,11,16,1,1,11,9,23.235142934254814,340.2288786801598,8.035714285714286
70,42,112,-57480.0,11,15,0,0,12,8,23.235142934254814,357.24032261416784,7.0
69,43,112,-65258.932,11,15,1,1,13,7,23.235142934254814,374.666679814859,6.035714285714286
68,44,112,-75630.873,11,14,0,0,14,6,23.235142934254814,392.5079502822332,5.142857142857143
67,45,112,-79731.052,11,14,1,1,15,5,23.235142934254814,410.76413401629054,4.321428571428571
66,46,112,-86321.039,11,14,0,0,16,4,23.235142934254814,429.435231017031,3.5714285714285716
65,47,112,-86583.729,11,14,1,1,15,3,23.235142934254814,448.5212412844546,2.892857142857143
64,48,112,-90574.857,11,13,0,0,14,2,23.235142934254814,468.02216481856135,2.2857142857142856
63,49,112,-87990.127,11,13,1,1,13,1,23.235142934254814,487.9380016193512,1.75
62,50,112,-88655.049,11,13,0,0,12,0,23.235142934254814,508.26875168682415,1.2857142857142858
61,51,112,-81598.973,12,13,1,1,11,1,23.235142934254814,529.0144150209802,0.8928571428571429
60,52,112,-77567.518,12,13,0,0,10,2,23.235142934254814,550.1749916218195,0.5714285714285714
59,53,112,-67063.339,12,13,1,1,9,3,23.235142934254814,571.7504814893418,0.32142857142857145
58,54,112,-60026.348,12,12,0,0,8,4,23.235142934254814,593.7408846235472,0.14285714285714285
57,55,112,-46415.0,12,12,1,1,7,5,23.235142934254814,616.1462010244359,0.03571428571428571
72,41,113,-40210.0,11,16,1,0,10,9,23.373242358808824,339.2222784818273,8.504424778761061
71,42,113,-52650.0,11,16,0,1,11,8,23.373242358808824,356.18339240591865,7.442477876106195
70,43,113,-62811.549,11,15,1,0,12,7,23.373242358808824,373.55819203547566,6.451327433628318
69,44,113,-71867.816,11,15,0,1,13,6,23.373242358808824,391.3466773704983,5.530973451327434
68,45,113,-78766.944,11,14,1,0,14,5,23.373242358808824,409.5488484109866,4.68141592920354
67,46,113,-83590.5,11,14,0,1,15,4,23.373242358808824,428.1647051569405,3.9026548672566372
66,47,113,-87026.825,11,14,1,0,16,3,23.373242358808824,447.1942476083601,3.1946902654867255
65,48,113,-89043.286,11,14,0,1,15,2,23.373242358808824,466.6374757652453,2.5575221238938055
64,49,113,-89367.123,11,13,1,0,14,1,23.373242358808824,486.49438962759615,1.991150442477876
63,50,113,-88328.129,11,13,0,1,13,0,23.373242358808824,506.7649891954127,1.4955752212389382
62,51,113,-84416.966,12,13,1,0,12,1,23.373242358808824,527.4492744686949,1.0707964601769913
61,52,113,-78347.037,12,13,0,1,11,2,23.373242358808824,548.5472454474426,0.7168141592920354
60,53,113,-71119.517,12,13,1,0,10,3,23.373242358808824,570.058902131656,0.4336283185840708
59,54,113,-62203.626,12,13,0,1,9,4,23.373242358808824,591.9842445213351,0.22123893805309736
58,55,113,-51764.539,12,12,1,0,8,5,23.373242358808824,614.3232726164798,0.07964601769911504
57,56,113,-39710.0,12,12,0,1,7,6,23.373242358808824,637.0759864170902,0.008849557522123894
73,41,114,-34960.0,11,16,1,1,9,9,23.510935004498354,338.22748602962554,8.982456140350877
72,42,114,-49680.0,11,16,0,0,10,8,23.510935004498354,355.13886033110686,7.894736842105263
71,43,114,-58600.294,11,16,1,1,11,7,23.510935004498354,372.4627071765267,6.87719298245614
70,44,114,-70221.213,11,15,0,0,12,6,23.510935004498354,390.1990265658851,5.9298245614035086
69,45,114,-75710.275,11,15,1,1,13,5,23.510935004498354,408.3478184991821,5.052631578947368
68,46,114,-83490.346,11,14,0,0,14,4,23.510935004498354,426.9090829764176,4.245614035087719
67,47,114,-84930.811,11,14,1,1,15,3,23.510935004498354,445.88281999759175,3.508771929824561
66,48,114,-90014.934,11,14,0,0,16,2,23.510935004498354,465.2690295627044,2.8421052631578947
65,49,114,-88569.807,11,14,1,1,15,1,23.510935004498354,485.06771167175566,2.245614035087719
64,50,114,-90559.735,11,13,0,0,14,0,23.510935004498354,505.2788663247455,1.719298245614035
63,51,114,-84496.616,12,13,1,1,13,1,23.510935004498354,525.9024935216739,1.263157894736842
62,52,114,-81889.676,12,13,0,0,12,2,23.510935004498354,546.9385932625408,0.8771929824561403
61,53,114,-72638.935,12,13,1,1,11,3,23.510935004498354,568.3871655473464,0.5614035087719298
60,54,114,-67085.899,12,13,0,0,10,4,23.510935004498354,590.2482103760905,0.3157894736842105
59,55,114,-54685.928,12,13,1,1,9,5,23.510935004498354,612.5217277487731,0.14035087719298245
58,56,114,-45905.437,12,12,0,0,8,6,23.510935004498354,635.2077176653943,0.03508771929824561
74,41,115,-30880.0,11,16,1,0,8,9,23.648225622144295,337.2442610462318,9.469565217391304
73,42,115,-44550.0,11,16,0,1,9,8,23.648225622144295,354.1064740985434,8.356521739130434
72,43,115,-55796.0,11,16,1,0,10,7,23.648225622144295,371.37996063993575,7.3130434782608695
71,44,115,-66105.296,11,16,0,1,11,6,23.648225622144295,389.0647206704089,6.339130434782609
70,45,115,-74229.228,11,15,1,0,12,5,23.648225622144295,407.1607541899628,5.434782608695652
69,46,115,-80425.822,11,15,0,1,13,4,23.648225622144295,425.66806119859746,4.6
68,47,115,-84982.587,11,14,1,0,14,3,23.648225622144295,444.58664169631294,3.8347826086956522
67,48,115,-88084.48,11,14,0,1,15,2,23.648225622144295,463.91649568310913,3.139130434782609
66,49,115,-89536.357,11,14,1,0,16,1,23.648225622144295,483.6576231589861,2.5130434782608697
65,50,115,-90033.846,11,14,0,1,15,0,23.648225622144295,503.8100241239439,1.9565217391304348
64,51,115,-87003.412,12,13,1,0,14,1,23.648225622144295,524.3736985779824,1.4695652173913043
63,52,115,-82062.767,12,13,0,1,13,2,23.648225622144295,545.3486465211017,1.0521739130434782
62,53,115,-76337.805,12,13,1,0,12,3,23.648225622144295,566.7348679533018,0.7043478260869566
61,54,115,-68656.757,12,13,0,1,11,4,23.648225622144295,588.5323628745825,0.4260869565217391
60,55,115,-59699.0,12,13,1,0,10,5,23.648225622144295,610.7411312849442,0.21739130434782608
59,56,115,-48920.0,12,13,0,1,9,6,23.648225622144295,633.3611731843865,0.0782608695652174
74,42,116,-41210.0,11,16,0,0,8,8,23.785118866310174,353.08598868781144,8.827586206896552
73,43,116,-51214.0,11,16,1,1,9,7,23.785118866310174,370.30969545307056,7.758620689655173
72,44,116,-64068.917,11,16,0,0,10,6,23.785118866310174,387.94349047464533,6.758620689655173
71,45,116,-70735.742,11,16,1,1,11,5,23.785118866310174,405.9873737525358,5.827586206896552
70,46,116,-79831.026,11,15,0,0,12,4,23.785118866310174,424.441345286742,4.9655172413793105
69,47,116,-82542.664,11,15,1,1,13,3,23.785118866310174,443.30540507726386,4.172413793103448
68,48,116,-88712.489,11,14,0,0,14,2,23.785118866310174,462.57955312410144,3.4482758620689653
67,49,116,-88249.758,11,14,1,1,15,1,23.785118866310174,482.26378942725466,2.793103448275862
66,50,116,-91525.979,11,14,0,0,16,0,23.785118866310174,502.35811398672365,2.206896551724138
65,51,116,-86822.02,12,14,1,1,15,1,23.785118866310174,522.8625268025082,1.6896551724137931
64,52,116,-85263.793,12,13,0,0,14,2,23.785118866310174,543.7770278746086,1.2413793103448276
63,53,116,-77420.654,12,13,1,1,13,3,23.785118866310174,565.1016172030246,0.8620689655172413
62,54,116,-73046.877,12,13,0,0,12,4,23.785118866310174,586.8362947877563,0.5517241379310345
61,55,116,-62043.0,12,13,1,1,11,5,23.785118866310174,608.9810606288038,0.3103448275862069
60,56,116,-54380.0,12,13,0,0,10,6,23.785118866310174,631.5359147261669,0.13793103448275862
59,57,116,-40050.0,12,13,1,1,9,7,23.785118866310174,654.5008570798457,0.034482758620689655
75,42,117,-35689.0,11,16,0,1,7,8,23.92161929806432,352.07716607920315,9.307692307692308
74,43,117,-48140.0,11,16,1,0,8,7,23.92161929806432,369.25166198550573,8.213675213675213
73,44,117,-59489.871,11,16,0,1,9,6,23.92161929806432,386.835074461006,7.188034188034188
72,45,117,-68896.758,11,16,1,0,10,5,23.92161929806432,404.82740350570396,6.230769230769231
71,46,117,-76423.89,11,16,0,1,11,4,23.92161929806432,423.2286491195996,5.3418803418803416
70,47,117,-82181.918,11,15,1,0,12,3,23.92161929806432,442.0388113026929,4.521367521367521
69,48,117,-86418.397,11,15,0,1,13,2,23.92161929806432,461.25789005498393,3.769230769230769
68,49,117,-88943.035,11,14,1,0,14,1,23.92161929806432,480.8858853764726,3.0854700854700856
67,50,117,-90397.742,11,14,0,1,15,0,23.92161929806432,500.92279726715896,2.47008547008547
66,51,117,-88639.564,12,14,1,0,16,1,23.92161929806432,521.368625727043,1.9230769230769231
65,52,117,-85095.5,12,14,0,1,15,2,23.92161929806432,542.2233707561247,1.4444444444444444
64,53,117,-80438.568,12,13,1,0,14,3,23.92161929806432,563.4870323544042,1.0341880341880343
63,54,117,-74185.347,12,13,0,1,13,4,23.92161929806432,585.1596105218812,0.6923076923076923
62,55,117,-66493.101,12,13,1,0,12,5,23.92161929806432,607.241105258556,0.4188034188034188
61,56,117,-57457.906,12,13,0,1,11,6,23.92161929806432,629.7315165644284,0.21367521367521367
60,57,117,-46271.0,12,13,1,0,10,7,23.92161929806432,652.6308444394986,0.07692307692307693
76,42,118,-32370.0,11,16,0,0,6,8,24.057731387639894,351.07977499589754,9.796610169491526
75,43,118,-43290.0,11,16,1,1,7,7,24.057731387639894,368.20561767862426,8.677966101694915
74,44,118,-57000.0,11,16,0,0,8,6,24.057731387639894,385.7392185204635,7.627118644067797
73,45,118,-64886.84,11,16,1,1,9,5,24.057731387639894,403.6805775214153,6.6440677966101696
72,46,118,-75388.358,11,16,0,0,10,4,24.057731387639894,422.0296946814796,5.728813559322034
71,47,118,-79553.802,11,16,1,1,11,3,24.057731387639894,440.7865700006565,4.88135593220339
70,48,118,-86701.649,11,15,0,0,12,2,24.057731387639894,459.9512034789459,4.101694915254237
69,49,118,-87228.177,11,15,1,1,13,1,24.057731387639894,479.52359511634785,3.389830508474576
68,50,118,-91652.843,11,14,0,0,14,0,24.057731387639894,499.5037449128624,2.7457627118644066
67,51,118,-87996.204,12,14,1,1,15,1,24.057731387639894,519.8916528684894,2.169491525423729
66,52,118,-87690.758,12,14,0,0,16,2,24.057731387639894,540.6873189832289,1.6610169491525424
65,53,118,-80971.056,12,14,1,1,15,3,24.057731387639894,561.8907432570811,1.2203389830508475
64,54,118,-78079.067,12,13,0,0,14,4,24.057731387639894,583.5019256900457,0.847457627118644
63,55,118,-68409.377,12,13,1,1,13,5,24.057731387639894,605.5208662821229,0.5423728813559322
62,56,118,-62200.0,12,13,0,0,12,6,24.057731387639894,627.9475650333127,0.3050847457627119
61,57,118,-49620.0,12,13,1,1,11,7,24.057731387639894,650.782021943615,0.13559322033898305
76,43,119,-40170.0,11,16,1,0,6,7,24.193459516997326,367.1713267873713,9.15126050420168
75,44,119,-52080.0,11,16,0,1,7,6,24.193459516997326,384.655675682008,8.07563025210084
74,45,119,-62822.802,11,16,1,0,8,5,24.193459516997326,402.5466373416363,7.067226890756302
73,46,119,-71407.277,11,16,0,1,9,4,24.193459516997326,420.84421176625614,6.126050420168068
72,47,119,-78645.759,11,16,1,0,10,3,24.193459516997326,439.5483989558675,5.2521008403361344
71,48,119,-83976.939,11,16,0,1,11,2,24.193459516997326,458.6591989104704,4.445378151260504
70,49,119,-87698.658,11,15,1,0,12,1,24.193459516997326,478.17661163006494,3.7058823529411766
69,50,119,-90064.985,11,15,0,1,13,0,24.193459516997326,498.10063711465097,3.033613445378151
68,51,119,-89475.539,12,14,1,0,14,1,24.193459516997326,518.4312753642286,2.4285714285714284
67,52,119,-87182.539,12,14,0,1,15,2,24.193459516997326,539.1685263787978,1.8907563025210083
66,53,119,-83777.731,12,14,1,0,16,3,24.193459516997326,560.3123901583584,1.4201680672268908
65,54,119,-78794.488,12,14,0,1,15,4,24.193459516997326,581.8628667029107,1.0168067226890756
64,55,119,-72305.061,12,13,1,0,14,5,24.193459516997326,603.8199560124544,0.680672268907563
63,56,119,-64590.096,12,13,0,1,13,6,24.193459516997326,626.1836580869898,0.4117647058823529
62,57,119,-55020.0,12,13,1,0,12,7,24.193459516997326,648.9539729265167,0.21008403361344538
61,58,119,-43820.0,12,13,0,1,11,8,24.193459516997326,672.1309005310352,0.07563025210084033
77,43,120,-35000.0,11,16,1,1,5,7,24.328807982293597,366.14856013351874,9.633333333333333
76,44,120,-49720.0,11,16,0,0,6,6,24.328807982293597,383.58420585416246,8.533333333333333
75,45,120,-58620.0,11,16,1,1,7,5,24.328807982293597,401.42533170784446,7.5
74,46,120,-70279.604,11,16,0,0,8,4,24.328807982293597,419.67193769456463,6.533333333333333
73,47,120,-75651.512,11,16,1,1,9,3,24.328807982293597,438.3240238143231,5.633333333333334
72,48,120,-83957.365,11,16,0,0,10,2,24.328807982293597,457.38159006711976,4.8
71,49,120,-85727.741,11,16,1,1,11,1,24.328807982293597,476.8446364529546,4.033333333333333
70,50,120,-91097.741,11,15,0,0,12,0,24.328807982293597,496.7131629718277,3.3333333333333335
69,51,120,-88417.133,12,15,1,1,13,1,24.328807982293597,516.9871696237391,2.7
68,52,120,-89362.16,12,14,0,0,14,2,24.328807982293597,537.6666564086886,2.1333333333333333
67,53,120,-83747.16,12,14,1,1,15,3,24.328807982293597,558.7516233266764,1.6333333333333333
66,54,120,-82172.434,12,14,0,0,16,4,24.328807982293597,580.2420703777025,1.2
65,55,120,-73888.649,12,14,1,1,15,5,24.328807982293597,602.1379975617667,0.8333333333333334
64,56,120,-68888.649,12,13,0,0,14,6,24.328807982293597,624.4394048788691,0.5333333333333333
63,57,120,-57570.0,12,13,1,1,13,7,24.328807982293597,647.1462923290098,0.3
62,58,120,-49730.0,12,13,0,0,12,8,24.328807982293597,670.2586599121888,0.13333333333333333
78,43,121,-31540.0,11,16,1,0,4,7,24.463780996262468,365.1370948698349,10.12396694214876
77,44,121,-44620.0,11,16,0,1,5,6,24.463780996262468,382.5245755779223,9.0
76,45,121,-56250.134,11,16,1,0,6,5,24.463780996262468,400.31641630247685,7.9421487603305785
75,46,121,-66182.337,11,16,0,1,7,4,24.463780996262468,418.5126170434985,6.950413223140496
74,47,121,-74402.831,11,16,1,0,8,3,24.463780996262468,437.11317780098733,6.024793388429752
73,48,121,-81073.837,11,16,0,1,9,2,24.463780996262468,456.1180985749433,5.1652892561983474
72,49,121,-85834.593,11,16,1,0,10,1,24.463780996262468,475.5273793653664,4.371900826446281
71,50,121,-89196.626,11,16,0,1,11,0,24.463780996262468,495.3410201722567,3.644628099173554
70,51,121,-89599.157,12,15,1,0,12,1,24.463780996262468,515.5590209956141,2.9834710743801653
69,52,121,-88543.111,12,15,0,1,13,2,24.463780996262468,536.1813818354386,2.3884297520661155
68,53,121,-86245.649,12,14,1,0,14,3,24.463780996262468,557.2081026917303,1.859504132231405
67,54,121,-82480.997,12,14,0,1,15,4,24.463780996262468,578.6391835644893,1.396694214876033
66,55,121,-77102.342,12,14,1,0,16,5,24.463780996262468,600.4746244537153,1.0
65,56,121,-70744.847,12,14,0,1,15,6,24.463780996262468,622.7144253594084,0.6694214876033058
64,57,121,-62190.0,12,13,1,0,14,7,24.463780996262468,645.3585862815687,0.4049586776859504
63,58,121,-52690.0,12,13,0,1,13,8,24.463780996262468,668.4071072201962,0.2066115702479339
62,59,121,-41551.0,13,13,1,0,12,9,24.463780996262468,691.8599881752908,0.0743801652892562
78,44,122,-41780.0,11,16,0,0,4,6,24.598382690509563,381.4765577905255,9.475409836065573
77,45,122,-51880.0,11,16,1,1,5,5,24.598382690509563,399.2196535017127,8.39344262295082
76,46,122,-64616.169,11,16,0,0,6,4,24.598382690509563,417.3660013881542,7.377049180327869
75,47,122,-71106.118,11,16,1,1,7,3,24.598382690509563,435.91560144984993,6.426229508196721
74,48,122,-80612.384,11,16,0,0,8,2,24.598382690509563,454.8684536867999,5.540983606557377
73,49,122,-83571.361,11,16,1,1,9,1,24.598382690509563,474.2245580990042,4.721311475409836
72,50,122,-89939.953,11,16,0,0,10,0,24.598382690509563,493.9839146864627,3.9672131147540983
71,51,122,-88334.205,12,16,1,1,11,1,24.598382690509563,514.1465234491754,3.278688524590164
70,52,122,-90313.282,12,15,0,0,12,2,24.598382690509563,534.7123843871425,2.6557377049180326
69,53,122,-86079.282,12,15,1,1,13,3,24.598382690509563,555.6814975003638,2.098360655737705
68,54,122,-85354.988,12,14,0,0,14,4,24.598382690509563,577.0538627888393,1.6065573770491803
67,55,122,-78144.769,12,14,1,1,15,5,24.598382690509563,598.829480252569,1.180327868852459
66,56,122,-74608.952,12,14,0,0,16,6,24.598382690509563,621.008349891553,0.819672131147541
65,57,122,-64543.0,12,14,1,1,15,7,24.598382690509563,643.5904717057914,0.5245901639344263
64,58,122,-57874.0,12,13,0,0,14,8,24.598382690509563,666.575845695284,0.29508196721311475
63,59,122,-44780.0,13,13,1,1,13,9,24.598382690509563,689.9644718600307,0.13114754098360656
79,44,123,-36550.0,11,16,0,1,3,6,24.732617117726065,380.4399315994937,9.959349593495935
78,45,123,-49190.0,11,16,1,0,4,5,24.732617117726065,398.1348121390051,8.853658536585366
77,46,123,-60429.748,11,16,0,1,5,4,24.732617117726065,416.2318490544144,7.813008130081301
76,47,123,-69568.581,11,16,1,0,6,3,24.732617117726065,434.73104234572173,6.837398373983739
75,48,123,-77414.183,11,16,0,1,7,2,24.732617117726065,453.632392012927,5.926829268292683
74,49,123,-83429.034,11,16,1,0,8,1,24.732617117726065,472.9358980560303,5.08130081300813
73,50,123,-87814.683,11,16,0,1,9,0,24.732617117726065,492.64156047503155,4.300813008130081
72,51,123,-89222.89,12,16,1,0,10,1,24.732617117726065,512.7493792699308,3.5853658536585367
71,52,123,-89170.978,12,16,0,1,11,2,24.732617117726065,533.259354440728,2.934959349593496
70,53,123,-87942.588,12,15,1,0,12,3,24.732617117726065,554.1714859874232,2.3495934959349594
69,54,123,-85248.258,12,15,0,1,13,4,24.732617117726065,575.4857739100164,1.829268292682927
68,55,123,-81043.657,12,14,1,0,14,5,24.732617117726065,597.2022182085076,1.3739837398373984
67,56,123,-75654.963,12,14,0,1,15,6,24.732617117726065,619.3208188828968,0.983739837398374
66,57,123,-68651.0,12,14,1,0,16,7,24.732617117726065,641.841575933184,0.6585365853658537
65,58,123,-60286.0,12,14,0,1,15,8,24.732617117726065,664.7644893593691,0.3983739837398374
64,59,123,-50230.0,13,13,1,0,14,9,24.732617117726065,688.0895591614523,0.2032520325203252
80,44,124,-33590.0,11,16,0,0,2,6,24.8664882538245,379.4144820664191,10.451612903225806
79,45,124,-44710.0,11,16,1,1,3,5,24.8664882538245,397.0616672788107,9.32258064516129
78,46,124,-58400.0,11,16,0,0,4,4,24.8664882538245,415.10992488239305,8.258064516129032
77,47,124,-66229.951,11,16,1,1,5,3,24.8664882538245,433.55925487716604,7.258064516129032
76,48,124,-76699.436,11,16,0,0,6,2,24.8664882538245,452.4096572631298,6.32258064516129
75,49,124,-80867.778,11,16,1,1,7,1,24.8664882538245,471.66113204028426,5.451612903225806
74,50,124,-88231.475,11,16,0,0,8,0,24.8664882538245,491.3136792086294,4.645161290322581
73,51,124,-87619.069,12,16,1,1,9,1,24.8664882538245,511.3672987681653,3.903225806451613
72,52,124,-90524.142,12,16,0,0,10,2,24.8664882538245,531.8219907188919,3.225806451612903
71,53,124,-87364.555,12,16,1,1,11,3,24.8664882538245,552.6777550608093,2.6129032258064515
70,54,124,-87667.405,12,15,0,0,12,4,24.8664882538245,573.9345917939173,2.064516129032258
69,55,124,-81741.06,12,15,1,1,13,5,24.8664882538245,595.592500918216,1.5806451612903225
68,56,124,-79089.786,12,14,0,0,14,6,24.8664882538245,617.6514824337056,1.1612903225806452
67,57,124,-70258.617,12,14,1,1,15,7,24.8664882538245,640.1115363403858,0.8064516129032258
66,58,124,-64916.0,12,14,0,0,16,8,24.8664882538245,662.9726626382567,0.5161290322580645
65,59,124,-53151.0,13,14,1,1,15,9,24.8664882538245,686.2348613273183,0.2903225806451613
64,60,124,-44830.0,13,13,0,0,14,10,24.8664882538245,709.8981324075706,0.12903225806451613
80,45,125,-41830.0,11,16,1,0,2,5,24.999999999999996,396.00000000000006,9.8
79,46,125,-53960.0,11,16,0,1,3,4,24.999999999999996,414.00000000000006,8.712
78,47,125,-64519.939,11,16,1,0,4,3,24.999999999999996,432.4000000000001,7.688
77,48,125,-73348.09,11,16,0,1,5,2,24.999999999999996,451.2000000000001,6.728
